date,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,444884,SL136,SL137,SL138,SL11136,SL11138,SL11139,SL2830,SL5114,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1985-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1985-02-01,,,,,,,,,,,,,,0.0025666163042088463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.030673670366478945,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08344704349028098,,-0.4199744239648382
1985-03-01,,,,,,,,,,,,,,-0.07520574550223413,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.030000000000001,,,,,-0.008578401070879593,-0.0072498524661668284,0.002206612517142048,-0.017742047450159504,,,,,,,0.02884201835947975,0.028648860264669285,0.030877815262639996,0.0008228824871251428,0.03637574163933488,0.003615997832656981,0.004365276593645273,0.0690231810847648,0.031485914654497016,-0.012344231620241342,-0.0003422454966656163,0.03398928559615211,-0.02325143179196182,0.055931236201730794,-0.01644288627278656,0.09004292413557913,,0.08212669185404464,,0.4222826784901077
1985-04-01,,,,,,,,,,,,,,0.03155013818601082,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.480000000000004,,,,,0.041977643029722955,-0.011498198626018308,0.00048209212687222447,-0.012510242665315197,,,,,,,0.0021059161818969274,0.016012363604400948,0.02085793779038858,0.0037072548703440678,0.03432308092352018,-0.0012421206952468733,-0.0040268318766457645,0.004298226722489362,0.0008900404107335946,0.011450149357148942,0.0006395544581710988,0.05035563926852804,-0.009021098681389228,-0.06649922432256461,0.0054034003854355195,-0.11090133433411009,,0.13485907706528644,,0.5661642553809472
1985-05-01,,,,,,,,,,,,,,-0.04634760533708038,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.6900000000000048,,,,,0.00561757459205392,-0.0006572516865626099,-0.001334678700498415,0.0013007930986592697,,,,,,,0.022903063469834617,0.02433338018953468,0.02085163139611429,0.010755034790841389,0.024803529680480524,0.02645858810471935,0.008044864196431578,-0.050577688466052484,0.04299792305135686,-0.026208214483836256,-0.023205076639401634,-0.11664064471046032,0.005286377259350272,0.0894453259852892,-0.01700936311030876,0.0489315172945215,,-0.03423304480669631,,-0.07068689697038444
1985-06-01,,,,,,,,,,,,,,0.041919469319502856,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.899999999999999,,,,,0.015260273665500534,-0.004907230512455563,-0.0006665539369654638,0.0054583259729579225,,,,,,,0.00668154838069468,0.00325176882162842,0.015833630481546235,0.008653025481572207,0.019014795837169127,-0.017826522196855432,-0.0005168331501060885,-0.06064863511886376,-0.02925440304240312,-0.0019047397203451055,0.0029191121971834377,0.09767893634302793,-0.020524631439739593,0.03785803897531159,0.012897165026769963,-0.10588903241899938,,0.07686899242135792,,-0.6414161136024532
1985-07-01,,,,,,,,,,,,,,-0.007747319858603774,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5600000000000094,,,,,0.06402343052727755,-0.0021903838314356605,0.0001327059467168823,0.008325392099264306,,,,,,,0.01014897275006632,0.010855568296443519,0.019304366455418887,0.0417719972266416,0.002753474855159324,-0.004105286468938263,0.021033261352537858,0.2679787066413547,-0.020148476423790695,0.022722155753652884,0.03887217426610967,0.049412982660740346,0.006263360934107731,-0.019856581369890103,0.0002070414232051565,0.08637558302196835,,0.11737784079761582,,0.4758573783530231
1985-08-01,,,,,,,,,,,,,,0.023082967009131483,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.769999999999996,,,,,0.13788315410332252,0.017117190391606307,0.001797148489147915,-0.0023168319051620756,,,,,,,-0.020878001355631004,0.003035412784245406,-0.00022683496906708567,0.005310411556823436,-0.0038483836707339514,0.010595258577884126,0.00120281042597159,-0.1141387174232551,0.0201987476997027,0.00680664321185942,-0.0018911014565566875,-0.057898063327532556,0.04639179392683479,-0.2384201366199743,0.002499626272127742,-0.004139833271641802,,0.1415462452639955,,0.3879030763687137
1985-09-01,,,,,,,,,,,,,,-0.029398120492178048,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.960000000000008,,,,,-0.0037308668254700805,-0.007327462785973182,-0.005974478450779586,-0.010290654467672411,,,,,,,0.015347790054963562,-0.014116724884993243,-0.02348771196196177,-0.03457181381516122,-0.015547920754652458,0.0024246929295457242,0.005439518944460153,-1.9028537441855473,0.03653098365252638,-0.00417165663123753,-0.008283487685425639,-0.03287550136773998,-0.015942341873590005,0.200510554462084,0.0019820072608094375,0.11137819780743663,,0.027033243811996233,,-0.18939266658008336
1985-10-01,,,,,,,,,,,,,,0.01771661438590222,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.3999999999999915,,,,,0.05948890335250745,-0.006771219017778662,0.009003048459582885,0.004890560033922853,,,,,,,-0.011570624373653193,-0.0023072975115740746,-0.01581655602238409,-0.017889325504490905,-0.0390072405211286,-0.016531419684363335,-0.011785219194015817,2.5454077955771006,-0.057301040464600994,-0.002961347113263235,0.006813315857956637,0.10354740366750537,-0.024973417448310997,0.03636736127649698,-0.008182357890132552,0.045549019991656614,,0.2741870801507704,,0.7190114567442052
1985-11-01,,,,,,,,,,,,,,0.06334612699510567,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3599999999999994,,,,,0.025331724780587095,0.04623092986623334,-0.007219409885667716,0.021887536989845913,,,,,,,0.020658592110883583,0.008831347694941635,-0.013690624044506695,0.014225693414815721,-0.010321798437659735,0.06795674601726401,0.0011831360181363548,-0.637387313022761,0.07777590514332777,-0.0021880747948783696,-0.0014082823856747528,-0.0034239626171069792,0.011456835438899082,-0.17283112283579138,0.0033985252868109495,0.4239961166805035,,0.10934048061260171,,0.38456904836797
1985-12-01,,,,,,,,,,,,,,-0.038335883905069146,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.340000000000003,,,,,0.021623086774870792,-0.05732798792100979,-0.003501561414014809,-0.03410587127843545,,,,,,,-0.17991962060089578,-0.15868944855401357,-0.08610942629870584,-0.12037802284141907,-0.030199317774222023,-0.24467783701104145,-0.028546379813786077,-0.12149571913291735,-0.3433813749300687,0.09000088248660143,-0.016122966466407262,-0.04175587227847244,-0.008805745666338849,0.07103353137487345,0.28630171351358313,-1.2179099266341717,,0.11195254058652404,,0.0996657870635449
