date,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801,736181,65585,65587,65591,65593,65595,65597,130822,162374,162376,162382,162380,162384,162388,162386
1985-01-01,,,,,,,,,,,32.72081264687943,,,,,,,,,,,,,,,,,,,,,,,,,51.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10099.7758106079,,,,,,,
1985-04-01,,,,,,,,,,,31.593332420753196,,,,,,,,,,,,,,,,,,,,,,,,,58.60999999999999,,,,,0.03476251697940835,-0.017167422433527868,0.002592265784834069,-0.020453733559637755,,,,,,,0.15667900206426733,0.14694959339421376,0.12248810582712266,0.12559007487830753,0.13588156625943654,0.20254963640230106,0.08373267361926018,0.4248133028524548,0.2562654769366376,0.07823915805372095,0.07905188427347842,0.08271426845730823,0.08334527304428985,0.24705719552032046,0.03372030623386135,0.13333925482327524,,0.2184390477914151,,0.4751258558302798,-0.0056265798817065615,-0.0008667874929830788,-0.08837687924981985,0.06641120773387321,0.006089524193562568,0.003383155402488569,-0.09928124818105566,10570.5345195192,,,,,,,
1985-07-01,,,,,,,,,,,31.916736719336466,,,,,,,,,,,,,,,,,,,,,,,,,66.73333333333333,,,,,0.16873377124117273,-0.033643988181866646,-0.00034204368230295046,-0.012661247328986214,,,,,,,0.23289175555254532,0.2475376960907944,0.26198950968426393,0.25042150023941334,0.27047522820823183,0.2148730949636602,0.14226514208215107,0.22092942793337755,0.27532022000844164,0.08030664625536621,0.11406840847975319,0.16858199633079496,0.08420986213567339,0.2456891311390248,0.035209585520088904,0.13514603041780826,,0.26278092386288043,,0.18557690125454585,0.005067832385922344,0.006234569648535526,-0.07850168212973507,-0.07259082219290924,-0.0009398057158751527,0.0012884901073562105,0.12623550472182465,6334.63909527396,,,,,,,
1985-10-01,,,,,,,,,,,33.0712775909914,,,,,,,,,,,,,,,,,,,,,,,,,65.97000000000001,,,,,0.12521742916016798,-0.006617586704524392,-0.0011549306347689026,-0.010827093439592872,,,,,,,0.1759202498581403,0.18190745974272682,0.1542363957321362,0.1597210065439122,0.1348630291624816,0.18519977375387736,0.14450828452706854,-0.2219829317998545,0.21891542544874842,0.12940275099969856,0.13678295287129139,0.25038145565482406,0.09626822010422464,0.15750838000025136,0.14120758171654235,0.4753423616159844,,0.4509933288967938,,1.019967819498854,-0.002061167378307971,-0.002718657018334625,-0.07596358561672822,0.022912825594195496,-0.0044050494703924414,-0.029759205736823446,0.07962342285310875,-3698.5101478587394,,,,,,,
1986-01-01,,,,,,,,,,,35.123265418344566,,,,,,,,,,,,,,,,,,,,,,,,,74.04666666666667,,,,,0.10269396945283304,-0.23356591664793402,-0.011121203034869964,-0.23799697074167714,,,,,,,-0.0022912488039426304,-0.00931961061025155,0.018373820374597043,0.016579367227527397,0.021949890597008886,-0.019923691246034603,0.09929301920100933,0.16499274233577998,-0.08931642505424836,0.20582016577295498,0.12095176827311854,0.06694672416430686,0.13841230884748823,0.03568464048908271,0.34547342606676246,-0.07463108582490041,,0.2941600982155941,,1.049974257374478,-0.02059115879696094,-0.019470715793767468,0.1803731780489688,-0.004664274638448873,0.00596925989379038,-0.01217992086990094,-0.1513852801945088,-3055.6674639943103,,,,,,,
1986-04-01,,,,,,,,,,,35.516385427433036,,,,,,,,,,,,,,,,,,,,,,,,,81.87666666666667,,,,,0.09562085126012398,-0.1644212524287365,-0.008416484136063218,-0.1561246733265773,,,,,,,0.19357723919439795,0.19464291023524144,0.20210604717753852,0.2379018358013457,0.18170030339645288,0.18458180529958162,0.10835512101712079,0.3124042951292094,0.21531837248559005,0.11859160712935801,0.12076571308347187,0.13954306852688797,0.11234387369053578,0.19653235308095884,0.08113571797027563,0.1378707895099086,,0.09126832458155665,0.07097705246026109,-0.8827189382957243,-0.012535782266962059,-0.0037421911375101757,-0.09298342475647381,0.005922092417401714,-0.019206894221783344,-0.060843466770194254,0.08773972544428332,1066.82749767154,,,,,,,
1986-07-01,,,,,,,,,,,36.0802387731219,,,,,,,,,,,,,,,,,,,,,,,,,95.38,,,,,0.10111400804281345,0.008989964898292513,-0.0018073921536645443,0.028953886855505928,,,,,,,0.26023911322536786,0.256542922744995,0.2755193554396881,0.27822787068737703,0.2725909885013989,0.2142045668389057,0.14656995310726614,0.21565298820458534,0.258810679823509,0.2126549719979699,0.15830698871566168,0.18994971335426608,0.13945513938473186,0.42101967627050213,0.24273353050738117,0.5542561197452369,,0.42712063745431683,0.3732161962438525,-0.4026394954989563,-0.016179402549404642,-0.019164561257062118,-0.12127311727083878,0.03080719097354212,-0.013832937436077941,-0.08445712694407348,0.024194783132339026,-6011.1807765760495,,,,,,,
1986-10-01,,,,,,,,,,,36.3522446853394,,,,,,,,,,,,,,,,,,,,,,,,,98.18333333333334,,,,,0.05355434056778918,0.04702273640446819,0.006519290651453957,0.039696476212493614,,,,,,,0.2133989606651855,0.21937487786716114,0.21903253891614027,0.22261000116928978,0.21011201850674177,0.1917385278990491,0.15867686473101028,-0.009119964168840644,0.21480649572219743,0.181208425712781,0.15649147724822077,0.17548271615137995,0.15903683179079187,0.2354083332264261,0.23643475866858754,0.32323577642317897,,0.5604150749060697,0.47417281739272354,0.76038590712038,-0.00655897537572514,-0.002733963874851142,-0.04757420577348803,0.00211405039189394,-0.016866150751699394,-0.01755746419080495,0.08139303276995058,-11452.0145289231,,,,,,,
1987-01-01,,,,,,,,,,,33.015516722304305,,,,,,,,,,,,,,,,,,,,,,,,,96.33333333333331,,,,,0.0330824868584596,0.085611482723019,0.00926365757156944,0.06196097822069646,,,,,,,0.11254327795190427,0.11800699036176343,0.13819933407978235,0.10199956584939163,0.16818080411765302,0.10140113314790622,0.12798812080592697,0.19318070472267507,0.08764814620082145,0.18968541071970701,0.22922215309197572,0.23333937847897562,0.2210741013491347,-0.013749987514903809,0.09194893490232571,0.045791264317235236,,0.6798493511928378,0.5854729702899242,0.8034786605275546,0.010060757566371592,0.005956982755384033,0.08333055317011429,-0.008135767260791127,-0.0014833308584041305,-0.02416974659870874,-0.026798961167983748,3852.2761976150896,,,,,,,
1987-04-01,,,,,,,,,,,33.9797056767159,,,,,,,,,,,,,,,,,,,,,,,,,92.03666666666668,,,,,0.007352329867776675,0.059472981396810454,0.015915677683024043,0.041687974450217435,,,,,,,0.2441825957225089,0.2264190312064821,0.23377489235682147,0.23546453675945095,0.23625000712372302,0.2097087732988892,0.15065002647955356,0.22673170387244826,0.2358598079820992,0.2684009785852264,0.24346198052844098,0.20498899356074357,0.2589822923366939,0.3330063969340533,0.26571853669330087,0.32798254290063616,,0.6020350417730196,0.7013351232026448,0.8752097105075034,0.027356542296555375,0.0269946535570309,0.02067257748965723,-0.015018468841480725,0.02785272500032221,0.12015766829380681,0.00920010899507595,-1544.5579853413901,,,,,,,
