date,SR17536,SR17537,SR17538,SR17539,SR17540,737219,737226,737233,737268,SR16967,SL138,SL11136,SL2830,SL11439,SL11453,SL11432,SL11426,SR17449,SR17450,SR17451,SR17452,SR17453,SR16882,SR16894,SR16906,SR16918,SR2761,SR2768,SR2775,SR2782,SF311408,SF311418,SF311433,SF311438,SF29652,SF282,SF57805,SF57771,SF57923,SF229267,SR28,SP12754,SP12755,SP12753,673095,673096,673097,673098,673099,673100,SP1,SP74625,SP74626,SP66540,SP74627,SP74628,SP66542,SP56339,SP74629,SP74630,SP56337,SP56385,SP56386,SP74631,SP56373,SP74640,SF117754,SF4782,SF4774,SF4801
1986-01-01,,,,,,,,,,,35.2666693532651,,,,,,,,,,,,,,,,,,,,,,,,,72.15,,,,,0.01378944068561161,-0.10373316382926756,-0.003954210825169113,-0.1089787686517969,,,,,,,-0.0016199470256379467,-0.013515413602198406,0.008336597651976155,-0.007929553177000892,-0.01239119111600942,-0.0328910722148143,0.03193795711887604,-0.034245480248299875,-0.038931640189448335,0.08762993680274289,0.06607479912502356,0.017656856600742177,0.06496589780196897,-0.028569288557022787,0.12651930550521684,0.010135422972922914,,0.22392580869448198,,0.5131774409041707
1986-02-01,,,,,,,,,,,34.7446142821653,,,,,,,,,,,,,,,,,,,,,,,,,72.49,,,,,0.06729257012384249,-0.15336090833352767,-0.0017079219078688368,-0.1496831406678205,,,,,,,0.019408917817728383,0.019981916350202023,0.012986136935482243,0.030820492727503035,0.021511482558397327,0.04852666116338822,0.04023962225294342,0.040478495354942634,0.021194283291806115,0.02839425416645386,0.009907711964912358,-0.06706438784376467,0.05561302873490628,0.02861470989344128,0.025495597039034923,0.05668764387175895,,-0.04062001284392558,0.026389619973926415,0.29862927178165855
1986-03-01,,,,,,,,,,,35.358512619603296,,,,,,,,,,,,,,,,,,,,,,,,,77.5,,,,,0.06005034947865173,-0.07743399767140424,-0.003650883867883259,-0.07873656524764305,,,,,,,0.04878964268159036,0.044014725830365975,0.041981677927048884,0.04902603381823678,0.037335687358734604,0.04756473628799057,0.030420983229488663,0.1118952320680866,0.057731545018018915,0.03409323685814569,0.03452140551455235,0.02587601084352953,0.0329541007420492,0.0954818296233968,0.029140765312321015,0.12505320101916995,,-0.030336129084902907,-0.0025946789408202164,0.3767286149228095
1986-04-01,,,,,,,,,,,35.9481216047814,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,0.017105390038683055,-0.03771463892751736,-0.003489352144132596,-0.03324206464226398,,,,,,,0.06351935457549797,0.0646972358728835,0.07144380245714026,0.08275299090533023,0.06250819033456373,0.05780354268639615,0.03339152239652986,0.12581029827547285,0.06906850794395658,0.04119886430099384,0.03595970706755214,0.038416202852195436,0.036421449234205205,0.03134623988596874,0.028622061345287664,0.002019865303510948,,0.0034702045385954783,0.016244309042338756,-0.619133122624838
1986-05-01,,,,,,,,,,,34.7121124377162,,,,,,,,,,,,,,,,,,,,,,,,,80.5,,,,,0.024639363924291224,-0.012586552683854002,-0.002515135030814797,-0.0067239364032727345,,,,,,,0.0867601577499909,0.08763434341940451,0.09117269876369831,0.10963225572176694,0.07720509219301014,0.07223538395880527,0.03339130893110623,0.10503740511105564,0.09380067402446249,0.04847239564317679,0.06058261141614163,0.10321544154208656,0.03469716977462374,0.08195443045028605,0.025353076752632986,0.0382553220530536,,0.13827767103984234,0.023969524370098583,-1.2974553380121971
1986-06-01,,,,,,,,,,,35.8889222398015,,,,,,,,,,,,,,,,,,,,,,,,,84.63,,,,,0.002700218832030643,-0.03333195571280445,-0.0007368529116460465,-0.03494175156255608,,,,,,,0.09283579516620388,0.09891241345943778,0.10397386048048834,0.10719750642914475,0.0999578338541054,0.08805776685126757,0.05622236359516393,0.08289982163296239,0.1061486488296497,0.037767169120117516,0.05169549252978095,0.10280748363677736,0.03754206302982167,0.10729539920590081,0.023215614393590434,0.03175379786699717,,0.07757409432194029,0.09152024123726044,0.4137112620280927
1986-07-01,,,,,,,,,,,35.8425390591985,,,,,,,,,,,,,,,,,,,,,,,,,90.08,,,,,0.052473099420448754,-0.045761105910488986,-0.0013521182449958147,-0.022617508279375365,,,,,,,0.07757764161564498,0.07824490426120845,0.0848150328403528,0.07615680238278852,0.09217143191983623,0.06481462087516175,0.0473511289692065,0.19767155119715674,0.07408063910385354,0.04659000399671495,0.05412390357984871,0.029854266411846547,0.054378643190964915,0.12226623073029469,0.027300991984312573,0.1408172092217722,,0.17912732877999815,0.15684103052120157,0.017632441181746117
1986-08-01,,,,,,,,,,,36.196970577867106,,,,,,,,,,,,,,,,,,,,,,,,,95.17,,,,,0.039955954024985196,0.10421908539033353,-7.970107326205067e-05,0.10310563679127815,,,,,,,0.09376005281667343,0.08333771383204083,0.09157212688982991,0.09676275800341902,0.08722560329337992,0.06589525344226177,0.04710855316505359,0.14992731966021955,0.07817989722341662,0.15159572442106434,0.044957071716951326,0.06084101252840407,0.04747702623554878,0.24298291473413378,0.23233174332612416,0.501445093440783,,0.11456102351314579,0.06049605283127235,-0.27143763039113367
1986-09-01,,,,,,,,,,,36.2012066823001,,,,,,,,,,,,,,,,,,,,,,,,,100.89,,,,,0.03479940723212671,0.030682385676741752,0.0027828191025065507,0.021236730558181538,,,,,,,0.08786590215864026,0.08444494577350553,0.09106277992304085,0.09154542471944896,0.08977034099022041,0.06987517915224212,0.05694308952454402,-0.6005357225484331,0.09427972352826028,0.06105260564615424,0.059085606567235285,0.05691080370939838,0.04945054241198513,0.09339537092417216,0.08421974190914314,0.049809141395912276,,0.20646089923716682,0.28899015067513645,0.18640779848513667
1986-10-01,,,,,,,,,,,37.066217796965105,,,,,,,,,,,,,,,,,,,,,,,,,99.66,,,,,0.023180590463158346,-0.026535435624420067,0.0018274787125536207,-0.008554629101327649,,,,,,,0.07364446278241432,0.07862682349464223,0.07628865903200344,0.07767044720700617,0.06378121807644765,0.06334873084406578,0.05846025463188628,0.26465854697263724,0.06764854056274056,0.03694858944876862,0.05124340413707615,0.058584209215020625,0.05078721854299456,0.08300112375636465,0.031033154471804658,0.06929838770648704,,0.21288270242000484,0.12235762419457963,0.3506748840111946
1986-11-01,,,,,,,,,,,35.688600570934796,,,,,,,,,,,,,,,,,,,,,,,,,95.61,,,,,-0.0086584200934956,0.012135847300092095,0.003730160593256926,-0.017555634449117008,,,,,,,0.07850809263947955,0.07958630397903405,0.06440378552677428,0.07177021908969133,0.06054144699751285,0.10030614673816873,0.04509281342354027,0.11491124335548031,0.11714684357805732,0.05377420502900129,0.046853141108654905,0.059297429612503574,0.05402846758166985,0.03831696785793113,0.10261037966714993,0.20683184820335443,,0.15199293928733226,0.1463803927703431,0.42425433952310243
1986-12-01,,,,,,,,,,,36.30191568811829,,,,,,,,,,,,,,,,,,,,,,,,,99.28,,,,,0.0002569734197370721,0.0351578689783949,0.0011252311095413248,0.03828995618811026,,,,,,,-0.0010186975434948176,0.015306913726989446,0.031674651154708466,0.01803840693509684,0.05560315801453708,-0.019285008449373697,0.04992747845695289,0.08280742806278574,-0.05551620593836831,0.06009228975694128,0.05882919647291587,0.057494088561476725,0.06886125294941087,-0.020161258397793175,0.03156498746568136,-0.17865324387893766,,0.20553467140549664,0.1396865263741791,0.2007236825192642
1987-01-01,,,,,,,,,,,30.4170772873943,,,,,,,,,,,,,,,,,,,,,,,,,96.74,,,,,0.025683862217966258,0.04006270760692221,0.0032989815543551515,0.029473447748265436,,,,,,,0.02870195478829346,0.023544916377753133,0.032682226339272424,-0.009947167069605967,0.049001390304897585,0.029789287680316023,0.04260598275177685,0.057133833015927504,0.04021220083578897,0.06668505650358714,0.08469073766254209,0.045655979916917055,0.0806406927082361,-0.03347872692913474,0.02849480040081822,0.0465908318020541,,0.23924705846641547,0.14244724840877865,-0.0476768843510289
1987-02-01,,,,,,,,,,,33.4588990164263,,,,,,,,,,,,,,,,,,,,,,,,,96.71,,,,,0.009010574936045401,0.01193912596983182,0.0036086859856263587,0.007666186745756587,,,,,,,0.053331775038427676,0.053284315742257116,0.05878673238848797,0.07795371666870227,0.05796418866623254,0.04909853400170655,0.031990108902894276,0.03193579111054401,0.03667681400080647,0.06802781657102303,0.08902824823684646,0.14507816806281099,0.07429265545369312,0.0050128215585426225,0.008592105096240114,0.04158583653328091,,0.25427109626313804,0.25830850879859213,0.21225484667894712
1987-03-01,,,,,,,,,,,35.1705738630923,,,,,,,,,,,,,,,,,,,,,,,,,95.55,,,,,0.01222977891089716,0.03044295893280946,0.004685193231052764,0.023214352796232518,,,,,,,0.06677177791769551,0.06563514044072671,0.0694803626485877,0.06893466329160475,0.06917506400289608,0.0549959765748283,0.04786000337148488,0.07076333521833306,0.06367994971976515,0.058247386406347246,0.08616956529392983,0.08827762334381811,0.07889579036275851,0.05058250366658132,0.012196442741993016,0.07426313850549603,,0.22552109723288716,0.3222271513146211,0.9743852633364671
1987-04-01,,,,,,,,,,,33.3479947811329,,,,,,,,,,,,,,,,,,,,,,,,,92.97,,,,,0.0014548163624485966,0.013642055765047623,0.00506704973851857,0.006989243071271467,,,,,,,0.09204164564752948,0.07588668365768869,0.07506074833867138,0.07125950013047178,0.0771426745086381,0.0807186323638398,0.0569845835180946,0.08661443829500592,0.09348083871134394,0.12972790688605734,0.08393731545746341,0.061432498274452685,0.0903483299464044,0.18718173442257874,0.23448117448918313,0.04864689083992453,,0.25578936867702406,0.263847267315672,0.2595508346809794
1987-05-01,,,,,,,,,,,35.79910881993629,,,,,,,,,,,,,,,,,,,,,,,,,91.5,,,,,-0.00015005350620267421,0.019664912362800102,0.007166450064330476,0.012087261360787416,,,,,,,0.09035605405837854,0.08691987918764177,0.08980256721409652,0.09003057794234848,0.09096793119139068,0.07414115661210752,0.04895557152662555,0.07851535858606434,0.08591527455730286,0.08592288663133874,0.07470369338120442,0.039851319681873276,0.08912573192098039,0.11818361575446926,0.02447681193556489,0.24243751742108083,,0.1266177418836767,0.10593986322861682,0.016600476761524874
1987-06-01,,,,,,,,,,,32.792013429078494,,,,,,,,,,,,,,,,,,,,,,,,,91.64,,,,,-0.015443920116640975,0.02530808802907636,0.0052125922552317405,0.0257124582329169,,,,,,,0.08480289769540561,0.08902025423050641,0.09443059819735078,0.0936832159646499,0.09452743853453716,0.07662843866826896,0.05432322824765334,0.08587236741502176,0.08643659157058259,0.058393480251316854,0.07021883322350397,0.04142070877634779,0.09313076982214852,0.08548593411069222,0.011545028848138517,0.13127766054924134,,0.12185641010541559,0.24888791849275904,0.07659193876050985
1987-07-01,,,,,,,,,,,35.4160284925775,,,,,,,,,,,,,,,,,,,,,,,,,91.26,,,,,-0.034653199711006444,0.011566412078126476,0.002328118604093099,0.024246837156796097,,,,,,,0.0911833306195986,0.09677169860659951,0.09821686477058367,0.09225117597654775,0.10278931381487699,0.09348366196091962,0.05527588263453265,0.10299242854525942,0.11225704148034699,0.061457337813981994,0.07887774522220659,0.06239110442834206,0.07921647311166857,0.07637260443401905,0.04988961603761094,0.06280645108437999,,0.3383065947068369,0.39000583557093194,0.05780076056043981
1987-08-01,,,,,,,,,,,35.2271401381553,,,,,,,,,,,,,,,,,,,,,,,,,90.22,,,,,-0.024437111628777153,-0.03547975326331443,0.0025877714106705696,-0.03764075304656256,,,,,,,0.08991826903982503,0.08455725168839345,0.08348719506092639,0.07749127656073862,0.08828574700731462,0.08651254660965524,0.06584875438828741,0.13014902680579066,0.09589621606075438,0.10832977676033129,0.08323987501845187,0.08607982714554852,0.08920195487449267,0.1309765523190401,0.1938897590036971,0.06747167753996497,,0.2060221895952994,0.16334360384897195,0.12048319827520437
1987-09-01,,,,,,,,,,,36.4700626549323,,,,,,,,,,,,,,,,,,,,,,,,,89.93,,,,,0.008096630051435127,0.005674538258423567,0.0023812213080596223,-0.0029991212381901278,,,,,,,0.08077049578076556,0.08479307493594113,0.09017911988855043,0.08860065401691775,0.09113748660046217,0.07182565186396384,0.05811586540237945,-0.06124540227280092,0.07973018604437676,0.0486206928577575,0.07532137920499382,0.05297138100022847,0.07531099657231244,0.023598387011467326,0.006962879683878653,0.031353492015885664,,0.15420521720607727,0.3780246024394778,0.6778214049747167
1987-10-01,,,,,,,,,,,37.75831439792171,,,,,,,,,,,,,,,,,,,,,,,,,90.1,,,,,-0.026587887353399786,-0.020658984479017484,0.005562379654569405,-0.013148638477249897,,,,,,,0.08758159416186784,0.08901526568634965,0.08371294925440487,0.07971518697179358,0.08326396135587233,0.09318927482466788,0.06973506758060499,0.09224066899082173,0.10598710063709804,0.07461032030382664,0.11922234027874667,0.18120857496864118,0.09165729363525399,0.04484984398313996,0.005047000551916869,0.06263861885148003,,-0.5307805536213825,-0.5135347257373368,-0.42208874754754433
1987-11-01,,,,,,,,,,,36.3076501585704,,,,,,,,,,,,,,,,,,,,,,,,,103.91,,,,,0.016560098541183343,0.00494324481526931,0.003564846904961172,-0.016823483216946933,,,,,,,0.07633887475712386,0.0917278937513637,0.08868100952631508,0.08008110332023688,0.0968948211074252,0.0968094126506499,0.07577016176119733,0.0697748524314882,0.10288918202624564,0.020506024286817026,0.03712414298616573,0.005551926969296295,0.06322723917256456,-0.0065854138385567085,0.004151633019013112,0.094102978545064,,-0.5871042747758421,-0.4890321966588864,-0.13306967120227498
1987-12-01,,,,,,,,,,,35.8695682523445,,,,,,,,,,,,,,,,,,,,,,,,,122.04,,,,,0.05142392390829098,-0.06575701490865349,0.005981912764301711,-0.06993816087042282,,,,,,,0.10619049083479992,0.09421409085487187,0.08872834233950622,0.05363346950307668,0.11849600544062944,0.09897594670395682,0.07171195738002967,0.05012955561019425,0.11268199205954943,0.1875935486781033,0.09953448171807078,0.0707688873100718,0.12159540865115415,0.27030882619630203,0.3234855759923899,0.12369528795507578,,0.01318080292741275,-0.05807623906044057,-0.729183447719354
1988-01-01,,,,,,,,,,,24.3137512315804,,,,,,,,,,,,,,,,,,,,,,,,,157.07,,,,,-0.04720946066739007,0.02753562116686581,0.003620175059436015,0.01903993561722306,,,,,,,0.11992937343268117,0.09721532434451152,0.10681802441740906,0.13081746459989363,0.0831975274303618,0.090858214715134,0.06766147087574204,0.22709295620030673,0.10171450866153897,0.2026291877600408,0.15112083971841828,0.08940179878489607,0.157798688506805,0.24210389924186415,0.2501536278427404,0.3052573289605224,,0.27883090654192166,0.45005360929103233,0.12487357279166389
1988-02-01,,,,,,,,,,,25.1945440381778,,,,,,,,,,,,,,,,,,,,,,,,,153.52,,,,,-0.07447227364083187,-0.010547404113038894,0.004936528485659508,-0.016386352751554867,,,,,,,0.07314375330608258,0.09088575578892732,0.10202791206066641,0.1016348923391246,0.1065959614678782,0.06886223209063513,0.07462850180903735,0.08081708711481178,0.05494516740259514,0.02771150944010614,0.033631533818774706,0.04288915810831884,0.04020432063737012,-0.0029296119242008256,0.004279862145137203,0.017460921098790383,,0.3467437868031009,0.211683195842852,0.14540053584474322
1988-03-01,,,,,,,,,,,24.3662698309943,,,,,,,,,,,,,,,,,,,,,,,,,96.48,,,,,-0.021311910069390372,0.004643085243004386,0.00322533271680836,-7.891797932835232e-05,,,,,,,0.051247208441415726,0.05834182153608847,0.05445180245674397,0.04336565952882321,0.062419042873919306,0.06599866472807703,0.09582337482004433,0.05222412946711397,0.05891058966523399,0.029355633701866557,0.05230724021133093,0.0684241223335107,0.03987595536376376,0.01273395032536273,0.005297289110196557,0.015680291721911876,,-0.1459376756661106,-0.014340588821376343,0.006764413465729646
1988-04-01,,,,,,,,,,,24.7046900124004,,,,,,,,,,,,,,,,,,,,,,,,,63.5,,,,,-0.017940333427059585,0.015848948799992435,0.006988989889892494,0.006192531824892988,,,,,,,0.034273768250076,0.030253192899265535,0.022250729037562422,0.016703785392520043,0.025788679439892714,0.050063489952265394,0.08000766513143898,0.045747962995391855,0.039103347105756026,0.03564995059944098,0.04843010017168714,0.0699146169542817,0.03654417678119448,0.008166538684459601,0.005073328334830762,0.003082626179198078,,-0.09880402492951657,0.0035107794931903413,-0.2742350513470928
1988-05-01,,,,,,,,,,,23.740424936863604,,,,,,,,,,,,,,,,,,,,,,,,,53.12,,,,,-0.019898725142541096,-0.0053387150784791615,0.0036273136363762504,-0.010369208384442885,,,,,,,0.026491462946288902,0.025712503753527294,0.014317983648638899,0.014885814763192062,0.01465920168661805,0.048222860356475605,0.07990659224465424,0.05739665559257745,0.03427106769787125,0.023409896333079327,0.031445392407626116,0.044874249405574496,0.026498555425754855,0.011964379301864891,0.003186232353191265,0.007647492377502285,,0.14095705909740275,0.0678492199103573,-0.1292042272440206
1988-06-01,,,,,,,,,,,24.0366700268752,,,,,,,,,,,,,,,,,,,,,,,,,40.41,,,,,-0.03505619195318843,-0.016163996573492767,0.008323725760990719,-0.017572571785076985,,,,,,,0.02575131752852866,0.020676049033576227,0.010868905810866858,0.009081424612686684,0.012009958013659006,0.042099571696989635,0.06896809884295085,0.0387516839562253,0.030355436820807435,0.037516990600023004,0.07156424556182328,0.13420642360870572,0.04490795196628361,0.009694707629795962,0.006780029925154807,0.002054618726156754,,0.0009539801089655242,0.005429859211446342,0.676160587702789
1988-07-01,,,,,,,,,,,24.836368014114104,,,,,,,,,,,,,,,,,,,,,,,,,40.32,,,,,-0.041330593275043626,-0.012191601936348384,0.009774936456191874,-0.011298752013181979,,,,,,,0.022926504904057454,0.016847565029305622,0.008059712360209526,0.013154211884727207,0.004119356397541907,0.03567631375404612,0.06674772249717376,0.05539395434327943,0.020808439572244986,0.03850058951007518,0.06704213006361481,0.01398085100861124,0.09025034207229798,0.016839542515775907,0.00652007720331782,0.009171053439027466,,0.020742587528254752,0.015274171343925502,-0.1423300439926507
1988-08-01,,,,,,,,,,,20.4812900412576,,,,,,,,,,,,,,,,,,,,,,,,,41.34,,,,,-0.014084267170807685,-0.0010520805364988561,0.005597101169492191,-0.006032928034402918,,,,,,,0.016625468205392124,0.016697696706504228,0.00794286285734147,0.008656235039256499,0.0073344549068186105,0.034761147831552375,0.06045893503417976,0.046906143413367074,0.022518619330074374,0.01229284181970458,0.01485966770869851,0.029062691273686214,0.01320848619747017,0.008248293299689013,0.005428810970219633,0.010616640850411807,,0.016346534811063407,0.04833047130377466,0.001505508645081477
1988-09-01,,,,,,,,,,,20.228864438036602,,,,,,,,,,,,,,,,,,,,,,,,,41.84,,,,,0.0001612556702488277,-0.025629815393922506,0.0034783565499401092,-0.03226810623129728,,,,,,,0.015742082122889967,0.009971674847207623,-0.0031139918208122896,-2.5931754381591787e-05,-0.005492241231554118,0.03594742604614809,0.05621979541472277,0.12473544862634589,0.020358803973312023,0.02985092947010326,0.043139391800467664,0.08479085393994579,0.014860698376889081,0.013383729965011248,0.003082482167470646,0.01864370128895354,,0.006307399995487906,-0.029659607262242815,-1.2679954833270823
1988-10-01,,,,,,,,,,,18.5586396494977,,,,,,,,,,,,,,,,,,,,,,,,,44.51,,,,,0.015283695744439108,-0.04691589558827314,0.0023037245355199687,-0.03727072143611254,,,,,,,0.013019178310905266,0.009945306399536946,-0.002579169325302111,0.004777568390481601,-0.008220093969812048,0.029226940330127515,0.05733647997578406,0.035823673766878006,0.016173377819845403,0.017925033139668756,0.034030154176043936,0.042126610503095074,0.029834306834404023,0.013286350739307062,0.000351154512872931,0.018612805288799716,,0.011418322672835046,0.1048452695969857,0.48714690765949165
1988-11-01,,,,,,,,,,,10.916155204550199,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,0.013172882155394028,0.06474700249946252,0.0022206721596624845,0.045969045139355735,,,,,,,0.011798590211484328,0.010196904751940128,0.0012164347197443082,0.007818783755145997,-0.004421314806721366,0.029192562022235746,0.042653068601631094,0.026436313105179465,0.020253609781655246,0.017954695322970782,0.03772622834462602,0.026061458660392667,0.05340804510486197,-0.010766364516067828,0.00047818149548461975,0.032417100917750075,,0.12832777443914356,0.11449990225819562,1.0195641891186238
1988-12-01,,,,,,,,,,,12.603315278954199,,,,,,,,,,,,,,,,,,,,,,,,,52.3,,,,,-0.01857226819049096,0.04006145250925908,0.004916491921966859,0.033837860075979886,,,,,,,0.0033331645817042954,0.0071483783775125875,-0.0005356791202952849,0.008645600463156766,-0.005426608542061118,0.011397618363793605,0.04096717353431334,0.024043284468251214,-0.004907525187873629,0.006372351708466839,0.011325568660863983,0.027629276269219183,0.010462572573724849,-0.027314984637718975,-0.041616181332799984,-0.05508302831080547,,-0.0015679159418722222,0.0012639198995643142,-0.45324385005807244
1989-01-01,,,,,,,,,,,11.29706665014,,,,,,,,,,,,,,,,,,,,,,,,,50.78,,,,,-0.03247597607735564,0.027037643603867068,0.008386348650557096,0.01766503215019677,,,,,,,0.004470315903935651,0.010159929318513727,0.0020442668452413937,0.00945368190037743,-0.006657866486896147,0.03549611761565008,0.05159058495128521,0.03818382585447,0.03082045721680715,-0.002764808465822499,-0.002333231478882203,-0.020746771991373647,-0.010761554976129517,-0.02617684942414855,0.0015862677531766067,-0.004861036495178883,,-0.004942344393664477,-0.4316504256677334,-0.11952258135752203
